Gene ID	Ensembl Gene ID	Ensembl Transcript ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
KCNE1	ENSG00000180509.11	ENST00000489175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	4.76	0	0	0	0	0	4.41
KCNE2	ENSG00000159197.3	ENST00000290310.3	0	0	0	1.88	0	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64	0	0	0	0	0	0	0	0	192.4	5.36	0	0	0	0
KCNE3	ENSG00000175538.10	ENST00000310128.8	2.57	3.88	0	0	2.105	0	3.59	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83	0	0	4.89	5.52	0	5.215	1.64	1.74	0	5.53	0	0	4.47	5.295	0	5.395	6.885	0	1.67	5.94	2.58	0	4.3	0	0	8.63	8.31	2.88	0	4.66	4.835	3.305	7.53
KCNE3	ENSG00000175538.10	ENST00000525550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51	0	0	0	1.58	0	0	0	0	0	1.87	2.465	0	0	1.535	0	0	0	0	0	3.03	1.95	0	0	0	0	0	1.61
KCNE5	ENSG00000176076.7	ENST00000372101.3	0	0	0	0	0	0	0	3.135	0	4.035	3.07	5.07	0	0	2.89	5.16	4.915	3.11	1.79	8.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH2	ENSG00000055118.14	ENST00000262186.9	0	0	0	0	0	0	0	0	0	0	14.13	16.66	0	1.66	0	0	1.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77	0	0	0	0	0	0	0	0	0	0	0
KCNH2	ENSG00000055118.14	ENST00000330883.8	0	0	0	0	0	0	7.64	3.755	4.655	7.86	20.64	22.51	5.98	4.91	3.94	9.355	6.85	6.88	2	3.12	0	0	0	2.68	4.06	34.4	10.075	11.2	0	13.76	7.27	11.47	10.665	0	0	0	1.605	0	0	1.53	2.475	0	38.73	8.76	0	0	2.72	0	2.53	37.47	0	14.86	1.505	0
KCNH2	ENSG00000055118.14	ENST00000461280.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.24	6.09	0	0	1.85	1.77	11.51	4.34	0	0	0	0	0	0	1.69	0	0	0	1.67	0	0	0	0	0	0	0	5.39	0	0
KCNH2	ENSG00000055118.14	ENST00000473610.5	0	0	0	0	0	0	0	0	0	0	6.63	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68	0	0	0	0	0	1.96	0	0	0	0	0	0	0	0	0	0	5.06	0	0	0	0	0	0	3.14	0	2.225	0	0
KCNH2	ENSG00000055118.14	ENST00000532957.5	0	0	0	0	0	0	3.66	0	1.765	0	10.75	11.61	3.19	2.39	0	3.205	2.02	0	0	0	0	0	0	0	0	10.78	3.09	5.92	0	8.28	2.78	12.49	8.275	0	0	0	0	0	0	0	0	0	15.15	3.08	0	0	0	0	0	9.26	0	4.82	0	0
KCNJ2	ENSG00000123700.4	ENST00000243457.3	0	0	0	0	0	0	0	0	0	2.315	0	0	0	0	1.5	0	2.27	2.3	4.45	1.93	2.42	0	0	0	0	0	0	0	1.79	0	0	0	3.025	0	0	0	1.52	0	0	1.63	0	0	0	0	0	0	0	5.01	0	0	0	0	0	2
KCNJ5	ENSG00000120457.11	ENST00000529694.5	0	0	32.65	0	0	0	0	0	0	0	0	0	0	0	0	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16	0	0	3.435	0	0	0	0	0	0	4.025	12.97	0	0	0	0	5.15	0	0	0	0	0	0
KCNJ8	ENSG00000121361.3	ENST00000240662.2	24.53	22.95	13	11.5	14.885	19.6	16.38	2.155	2.985	2.81	0	1.54	3.25	3.61	2.09	2.32	2.335	2.82	2.14	3.26	18.8	10.925	0	15.16	18.56	14.06	5.845	21.95	2.38	19.75	18.55	16.38	25.39	4.64	7.32	15.445	14.105	5.225	6.81	9.67	15.02	13.595	7.49	11.85	3.035	4.71	3.81	6.51	4.14	0	17.07	20.9	10.34	0
KCNQ1	ENSG00000053918.15	ENST00000155840.9	2.77	3.37	125.85	1.74	2.105	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	1.575	0	9.44	0	0	0	3.26	10.31	8.44	13.88	18.055	0	10.44	13.93	0	2.04	0	20.86	4.73	5.38	0	0	16.98	6.11	58.82	0	52.12	2.075	0	5.02
KCNQ1	ENSG00000053918.15	ENST00000335475.5	0	0	23.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	2.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ1	ENSG00000053918.15	ENST00000496887.6	0	0	2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKP2	ENSG00000057294.14	ENST00000340811.8	3.56	1.97	0	0	1.53	0	0	0	0	0	1.54	0	0	0	1.59	0	1.545	0	0	0	4.46	0	0	0	1.69	0	12.665	0	2.94	0	4.8	26.88	44.775	0	0	3.935	0	22.125	2.15	9.27	9.485	2.855	8.21	4.61	1.66	2.2	7.07	0	4.5	3.6	0	0	2.635	0
PKP2	ENSG00000057294.14	ENST00000546498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKP2	ENSG00000057294.14	ENST00000546741.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	4.02	0	0	0	0	3	0	0	0	0	1.65	0	0	0	0	0	0	0	0	0	0	0
PKP2	ENSG00000057294.14	ENST00000546769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.195	0	0	0	1.87	5.08	7.515	0	0	0	0	4.725	0	2.29	1.905	0	2.65	0	0	0	0	0	0	0	0	0	0	0
PKP2	ENSG00000057294.14	ENST00000549461.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65	5.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKP2	ENSG00000057294.14	ENST00000552612.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17	2.11	0	0	0	0	4.25	0	1.65	1.615	0	2.09	0	0	0	0	0	0	0	0	0	0	0
RANGRF	ENSG00000108961.13	ENST00000226105.10	10.24	10.39	8.115	12.395	10.965	11.25	13.58	5.14	5.07	7.16	5	4.81	5.55	6.5	4.49	6.59	8.225	6.04	4.88	5.67	10.13	11.605	16.245	12.78	13.815	14.02	8.825	13.58	4.41	12.9	13.94	8.85	8.48	6.96	7.07	3.04	9.42	3.885	5.63	12.51	10.16	0	10.02	11.29	6.44	6.96	7.98	8.69	10.03	72.94	7.95	14.745	8.625	1.93
RANGRF	ENSG00000108961.13	ENST00000407006.8	10.5	9.19	6.855	12.575	11.91	11.73	14.04	6.525	6.305	8.465	6.99	7.18	6.81	7.54	6.13	7.385	9.87	7.58	5.32	6.32	10.94	9.015	11.455	12.44	13.95	14.83	9.74	15.4	4.66	15.73	14.39	5.39	3.67	8.01	12.745	2.28	11.88	4.49	3.29	12.95	12.77	1.585	10.03	14.84	6.67	7.53	11.05	13.44	8.44	16.56	10.41	14.395	8.825	2.75
RANGRF	ENSG00000108961.13	ENST00000439238.3	4.11	3.73	4.525	6.02	5.78	4.5	5.2	4.035	4.285	5.995	7.91	8.88	5.46	4.92	3.95	6.02	7.005	5.43	3.94	4.25	5.27	2.755	3.465	6.33	9.1	6.39	4.655	6.74	2.29	6.49	9.59	2.47	1.79	4.83	8.91	0	5.46	2.35	0	6.49	9.38	0	11.25	8.56	2.635	2.49	5.51	7.52	4.47	10.52	7.71	11.26	4.86	0
RANGRF	ENSG00000108961.13	ENST00000578849.1	0	0	0	0	0	0	1.6	0	0	0	1.92	2.03	0	0	0	0	0	0	0	0	0	0	0	1.85	2.71	0	0	1.64	0	1.51	2.62	0	0	0	0	0	0	0	0	1.5	2.51	0	2.95	1.81	0	0	2.01	2.32	0	10.86	1.74	2.925	0	0
RANGRF	ENSG00000108961.13	ENST00000580434.5	0	0	2.505	2.1	1.865	1.65	0	3.57	3.455	5.43	3.84	3.16	3.34	3.77	2.7	5.615	7.42	4.5	2.08	3.25	1.5	1.71	3.07	1.92	2.445	0	0	0	0	0	3.14	2.08	0	3.05	2.725	0	0	0	0	1.96	3.02	0	3.62	2.06	0	0	0	0	1.65	3.62	2.82	3.02	0	0
RYR2	ENSG00000198626.15	ENST00000366574.6	0	0	0	4.75	4.73	7.41	0	0	1.71	3.135	11.98	13.17	4.37	4.29	1.64	0	4.615	2.49	0	0	0	0	0	0	0	1.5	0	3.57	0	5.59	0	35.03	39.605	0	0	0	1.83	0	0	0	1.56	0	1.8	0	0	0	0	0	0	0	2.07	0	0	0
RYR2	ENSG00000198626.15	ENST00000462585.1	0	0	0	0	0	0	0	0	0	0	1.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33	8.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	ENSG00000198626.15	ENST00000608590.5	0	0	0	7.345	7.285	10.95	0	0	2.625	4.12	22.83	21.06	8.1	7.49	1.79	1.62	7.48	2.19	0	0	0	0	0	0	0	2.46	0	5.71	0	8.6	0	59.74	69.975	0	0	0	3.005	0	0	0	2.79	1.705	3.32	0	0	0	0	0	0	1.64	3.47	0	0	0
RYR2	ENSG00000198626.15	ENST00000609119.1	0	0	0	0	0	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1B	ENSG00000105711.11	ENST00000262631.10	17.83	14.8	9.07	15.435	13.815	7.68	10.64	23.595	49.04	45.125	247.1	236.3	140.3	169.6	31.1	18.15	30.05	44.63	21.84	31.37	13.74	3.84	0	15.7	18.705	7.81	5.565	12.56	2.61	11.43	17.87	47.35	17.52	4.11	5.13	2.68	9.44	6.295	212	18.94	5.455	3.715	15.42	6.68	3.23	4.39	5.8	16.69	4.1	2.39	11.2	9.025	9.39	1.65
SCN1B	ENSG00000105711.11	ENST00000415950.4	0	0	0	0	0	0	0	0	0	0	11.64	17.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1B	ENSG00000105711.11	ENST00000596348.2	0	0	0	0	0	0	0	0	0	0	42.24	43.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1B	ENSG00000105711.11	ENST00000602150.2	0	0	0	0	0	0	0	0	0	0	22.56	23.88	2.01	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65	0	0	0	0	0	0	0	0	1.86	0	0	0	0	0	0
SCN1B	ENSG00000105711.11	ENST00000638536.1	0	0	0	0	0	0	0	0	0	0	6.35	7.02	2.43	2.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1B	ENSG00000105711.11	ENST00000639260.1	0	0	0	0	0	0	0	0	0	0	19.07	21.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1B	ENSG00000105711.11	ENST00000640135.1	0	0	0	0	0	0	0	0	0	0	2.48	2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN2B	ENSG00000149575.5	ENST00000278947.5	0	0	0	0	0	0	0	6.925	14.095	13.325	51.74	45.66	25.05	29.72	7.52	9.215	18.77	9.49	3.64	4.91	0	0	0	0	0	1.54	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN3B	ENSG00000166257.8	ENST00000299333.7	0	0	0	0	0	0	0	12.985	26.15	10.985	4.85	4.82	34.07	40.17	20.92	14.56	13.555	8.6	0	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35	0	0	0	26.6	0	0	0	0	0	0	2.04	3.93	0	0	0
SCN3B	ENSG00000166257.8	ENST00000392770.6	0	0	0	0	0	0	0	0	0	0	0	0	1.63	2.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51	0	0	0	0	0	0	0	0	0	0	0
SCN3B	ENSG00000166257.8	ENST00000527125.1	0	0	0	0	0	0	0	0	1.65	0	1.93	2.24	2.29	1.57	1.8	1.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41	0	0	0	0	0	0	0	0	0	0	0
SCN4B	ENSG00000177098.8	ENST00000324727.8	6.21	4.95	0	0	0	0	0	0	0	11.17	13.39	10.88	1.96	4.28	0	0	6.015	5.39	0	1.95	4.68	0	0	0	0	0	0	3.71	0	4.29	0	2.17	3.535	0	1.675	0	4.69	1.59	3.6	2.15	0	0	1.97	1.95	0	0	0	0	0	0	14.32	1.995	0	0
SCN4B	ENSG00000177098.8	ENST00000415030.6	0	0	0	0	0	0	0	0	3.915	0	23.24	21.3	6.01	7.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	ENSG00000177098.8	ENST00000423160.2	0	0	0	0	0	0	0	5.035	8.59	45.605	27.86	31.16	13.81	12.82	7.12	2.495	13.435	43.46	1.89	3.6	1.9	0	0	0	0	0	0	0	0	0	0	0	1.785	0	2.16	0	0	0	0	0	0	0	2.01	1.99	0	0	0	0	0	0	3.89	0	0	0
SCN4B	ENSG00000177098.8	ENST00000529878.1	0	0	0	0	0	0	0	0	0	0	2.12	1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	ENSG00000177098.8	ENST00000531550.1	0	0	0	0	0	0	0	0	0	0	7.73	9.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	ENSG00000177098.8	ENST00000532138.1	0	0	0	0	0	0	0	0	0	0	6.59	7.24	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	ENSG00000183873.15	ENST00000333535.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17	3.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	ENSG00000183873.15	ENST00000423572.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	ENSG00000183873.15	ENST00000451551.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41	3.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3A	ENSG00000075213.10	ENST00000265362.8	0	0	0	0	0	0	3.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.685	0	0	0	7.33	2.755	6.87	0	7.06	1.7	0	0	0	0	0	1.66	0	0	0	0	0	0	0	0	0	0	2.38	0	0	0	0	0	0
SEMA3A	ENSG00000075213.10	ENST00000436949.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	ENSG00000163681.14	ENST00000295951.7	3.15	2.88	4.815	3.945	3.525	5.49	4.86	0	0	0	4.27	3.56	0	1.88	0	0	1.535	0	1.55	0	2.83	6.33	5.76	3.46	3.51	3.58	2.89	3.75	4.83	4.76	3.51	1.65	0	0	0	0	3.125	4.695	4.74	3.89	4.115	0	2.45	2.31	3.625	3.89	2.72	0	2.12	3.55	4.9	3.945	4.365	0
SLMAP	ENSG00000163681.14	ENST00000295952.7	0	0	0	4.115	3.575	5.56	6.92	0	0	1.585	0	0	0	0	0	0	1.78	0	0	0	0	0	0	0	1.74	11.93	3.56	9	1.89	10.13	3.55	2.97	2.34	0	0	0	0	0	0	0	0	0	0	3.78	0	0	1.67	0	0	0	0	4.025	1.74	0
SLMAP	ENSG00000163681.14	ENST00000416658.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	ENSG00000163681.14	ENST00000417128.5	10.48	8.06	10.54	52.095	45.815	87.15	49.05	3.275	3.56	6.68	10.01	8.53	3.51	4.55	2.98	4.055	6.485	4.85	3.08	3.27	10.91	4.745	5.25	18.36	16.685	94.31	31.36	75.01	11.51	83.01	40.82	24.25	18.38	4.71	6.5	3.095	9.245	7.385	9.1	11.86	11.465	2.36	6.75	17.39	8.515	10.29	10.46	6.18	9.82	14.43	9.92	49.63	12.435	1.68
SLMAP	ENSG00000163681.14	ENST00000438794.5	0	0	0	5.19	3.105	6.54	2.27	0	0	0	0	0	0	0	0	0	0	0	1.91	0	1.79	0	0	2.83	1.55	1.93	0	0	0	0	4.04	1.58	0	0	0	0	0	0	0	1.56	0	0	0	0	1.51	1.52	0	0	0	2.1	0	4.435	2.345	0
SLMAP	ENSG00000163681.14	ENST00000459654.5	0	0	0	0	0	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	ENSG00000163681.14	ENST00000466255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	ENSG00000163681.14	ENST00000472546.5	0	0	0	0	0	3.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91	0	2.48	0	2.65	1.5	3.13	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0
SLMAP	ENSG00000163681.14	ENST00000476471.1	0	0	0	4.43	2.79	6.98	4.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84	0	0	3.1	0	3.61	0	2.4	0	2.56	2.97	2.14	0	0	0	0	0	0	0	1.5	0	0	0	0	2.25	2.06	0	0	0	0	0	5.175	2.345	0
SLMAP	ENSG00000163681.14	ENST00000494088.5	0	0	0	3.825	0	4.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34	2.55	0	0	0	0	0	8.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	ENSG00000163681.14	ENST00000495364.5	0	0	0	3.695	2.115	7.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65	0	3.81	0	7.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	ENSG00000163681.14	ENST00000497084.1	0	0	0	3.27	2.73	4.49	2.61	0	0	0	2.66	3.1	0	0	0	0	0	0	0	0	1.52	0	0	2.4	1.885	3.75	1.53	2.82	0	2.73	3.08	1.71	0	0	0	0	0	1.68	0	2.01	1.915	0	0	1.92	2	2.29	0	0	0	0	2.14	5.06	2.22	0
SNTA1	ENSG00000101400.5	ENST00000217381.2	37.3	20.04	14.27	60.305	49.555	73.85	31.66	71.56	76.025	92.635	20.46	27.6	81.58	72.08	51.34	48.645	76.915	86.88	27.75	62.64	20.94	9.22	0	28.24	17.845	22.39	11.24	26.76	9.51	19.35	24.06	71.48	75.03	12.25	8.27	6.345	8.435	14.66	100.8	53.19	18.84	5.07	11.72	18.75	8.34	12.9	10.38	4.62	12.35	23.51	89.16	19.23	14.805	0
TECRL	ENSG00000205678.7	ENST00000381210.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.04	90.45	0	0	0	0	0	5.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECRL	ENSG00000205678.7	ENST00000507440.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72	13.16	0	0	0	0	0	1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECRL	ENSG00000205678.7	ENST00000509536.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECRL	ENSG00000205678.7	ENST00000511997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDN	ENSG00000186439.12	ENST00000334268.8	0	0	0	0	0	2.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08	24.05	2.74	0	0	0	0	0	222.2	0	0	0	2.07	0	0	0	0	0	0	0	0	0	0	0
TRDN	ENSG00000186439.12	ENST00000361029.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	5.61	12.405	0	0	0	0	0	0	0	0	0	1.78	0	0	0	0	0	0	0	0	0	0	0
TRDN	ENSG00000186439.12	ENST00000542443.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79	5.915	0	0	0	0	0	4.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDN	ENSG00000186439.12	ENST00000546248.5	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	1.695	0	0	2.76	0	0	0	0	0	0	0	0	0	0	0	5.35	41.45	91.775	0	0	0	0	0	102.1	0	0	0	5.67	0	0	0	0	0	0	4.07	0	0	0	0
TRPM4	ENSG00000130529.15	ENST00000252826.9	8.28	5.83	3.01	14.195	10.175	11.22	5.99	0	0	0	1.73	2	0	0	0	0	0	0	0	0	9.26	7.975	0	7.36	6.55	5.56	22.155	7.27	5.62	7.61	7.36	3.51	2.195	6.15	7.14	0	11.305	16.33	3.6	5.26	0	0	2.59	13.93	14.995	17.68	10.82	2.87	7.13	2.31	12.38	6.615	8.93	0
TRPM4	ENSG00000130529.15	ENST00000594568.1	6.35	4.67	2.5	10.9	8.16	7.55	6.67	0	0	0	1.5	2.33	0	0	0	0	0	0	0	0	7.91	4.49	0	6.98	5.675	4.59	21.4	5.18	4.32	5.92	4.55	5.13	3.32	7.51	7.43	0	10.26	12.53	3.89	3.96	0	1.68	2.54	13.41	9.505	10.02	11.17	2.79	6.3	2.9	12.49	4.88	7.105	0
TRPM4	ENSG00000130529.15	ENST00000595071.5	1.96	0	0	0	1.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82	0	0	0	0	0	11.55	1.66	2.36	1.61	1.62	1.6	1.57	4.59	5.59	1.76	2.9	6.91	0	0	0	0	0	11.09	5.995	6.64	4.72	0	3.97	3.59	2.81	0	1.6	0
TRPM4	ENSG00000130529.15	ENST00000595519.5	0	0	0	1.74	1.86	1.62	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	3.495	1.99	0	2.51	0	4.27	2.555	3.03	5.01	0	2.095	1.665	0	0	0	0	0	6.51	0	0	0	0	0	1.68	0	0	0	0
TRPM4	ENSG00000130529.15	ENST00000597316.1	0	0	0	1.6	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64	0	0	2.95	2.63	1.54	5.715	0	1.62	0	0	3.01	1.925	3.54	5.165	3.82	2.54	3.42	0	1.62	0	0	1.62	13.53	2.66	3.02	2.24	0	2.77	2.65	2.98	1.615	3.335	0
TRPM4	ENSG00000130529.15	ENST00000598502.5	2.91	1.93	0	4.37	3.26	3.62	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68	0	0	2.58	2.575	2.06	9.59	2.38	1.82	2.51	1.99	2.39	1.62	3.73	4.165	0	3.83	6.3	1.82	1.69	0	0	0	6.97	5.385	6.43	4.47	0	2.72	0	5.69	2.135	3.28	0
TRPM4	ENSG00000130529.15	ENST00000599459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26	0	0	0	0	0	0	0	0	0	0
TRPM4	ENSG00000130529.15	ENST00000599628.5	0	0	0	2.385	1.64	2.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.775	0	0	0	0	3.2	2.64	1.91	3.27	0	1.895	2.855	0	0	0	0	0	4.15	1.93	1.88	0	0	0	0	3.52	0	1.695	0
